Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,2461,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
28,8722,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
26,3955,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
30,9957,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
41,3376,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
38,8823,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
40,10322,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
27,4621,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
55,10976,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
28,3660,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
44,10482,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
33,7119,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
35,9582,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
33,4508,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
28,2207,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
34,7756,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
37,6694,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
25,3691,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
26,2377,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
33,2313,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
42,17665,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
28,2596,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
50,4728,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
33,4302,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
34,2979,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
48,16885,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
45,5593,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
52,10445,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
38,8740,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
29,2514,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
28,7655,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
46,17465,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
38,7351,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
43,10820,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
39,12169,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
40,19626,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,Single,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
21,2070,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
39,6782,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
36,7779,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
31,2791,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
28,3201,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
35,4968,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
49,13120,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
34,4033,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
29,3291,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
42,4272,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
29,5056,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
38,2844,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
28,2703,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
18,1904,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
33,8224,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
41,4766,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
31,2610,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
37,5731,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
27,2539,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
34,5714,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
35,4323,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
29,7336,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
40,13499,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13
42,13758,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
42,5155,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
35,2258,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
24,3597,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
28,2515,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
26,4420,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
30,6578,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
40,4422,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
35,10274,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
34,5343,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
35,2376,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
43,5346,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
32,2827,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
56,19943,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
29,3131,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
19,2552,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
45,4477,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
37,6474,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
20,3033,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
44,2936,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
53,18606,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,5,Manager,3,Divorced,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
29,2168,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
22,2853,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
46,17048,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
44,2290,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
33,3600,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
41,2107,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
30,4115,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
40,4327,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0
50,17856,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,1,Married,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2
28,3196,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3
46,19081,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3
35,8966,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
24,2210,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
33,4539,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
36,2741,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
30,3491,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
44,4541,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
20,2678,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
46,7379,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
42,6272,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
60,5220,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
32,2743,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
32,4998,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
36,10252,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
33,2781,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
40,6852,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3
25,4950,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
30,3579,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
42,13191,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,1,Married,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
35,10377,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
27,2235,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8
54,10502,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
44,2011,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7
19,1859,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
29,3760,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
54,17779,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9
31,6833,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
31,6812,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
59,5171,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
43,19740,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
49,18711,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0
36,3692,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
48,2559,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
27,2517,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
29,6623,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
48,18265,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
29,16124,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
34,2585,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
44,18213,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
33,8380,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
19,2994,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
23,1223,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
25,1118,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
26,2875,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2
45,18824,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
55,13577,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
21,2625,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2
46,18789,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
34,4538,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
51,19847,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,83,3,5,Manager,2,Divorced,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10
59,10512,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
